identifier,fullStatement,humanCodingScheme,listEnumeration,notes,educationLevel,CFItemType
5ec01ae8-d7cc-11e8-824f-0242ac160002,"Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. <em>For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.</em>",3.OA.A.2,2,,3,Standard
5ec0f5dc-d7cc-11e8-824f-0242ac160002,"Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",3.OA.A.3,3,,3,Standard
5ec1a02d-d7cc-11e8-824f-0242ac160002,"Determine the unknown whole number in a multiplication or division equation relating three whole numbers. <em>For example, determine the unknown number that makes the equation true in each of the equations 8 × ? = 48, 5 = _ ÷ 3, 6 × 6 = ?.</em>",3.OA.A.4,4,,3,Standard
5ebfc816-d7cc-11e8-824f-0242ac160002,Understand properties of multiplication and the relationship between multiplication and division.,3.OA.B,2,,3,Cluster
5ec22cc2-d7cc-11e8-824f-0242ac160002,Apply properties of operations as strategies to multiply and divide.,3.OA.B.5,5,Students need not use formal terms for these properties.,3,Standard
5ec2b551-d7cc-11e8-824f-0242ac160002,"Understand division as an unknown-factor problem. <em>For example, find 32 ÷ 8 by finding the number that makes 32 when multiplied by 8.</em>",3.OA.B.6,6,,3,Standard
5ec0cd70-d7cc-11e8-824f-0242ac160002,Multiply and divide within 100.,3.OA.C,3,,3,Cluster
5ec31e66-d7cc-11e8-824f-0242ac160002,"Fluently multiply and divide within 100, using strategies such as the relationship between multiplication and division (e.g., knowing that 8 × 5 = 40, one knows 40 ÷ 5 = 8) or properties of operations. By the end of Grade 3, know from memory all products of two one-digit numbers.",3.OA.C.7,7,,3,Standard
5ebe9653-d7cc-11e8-824f-0242ac160002,"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",3.OA.D,4,,3,Cluster
5ec37cc2-d7cc-11e8-824f-0242ac160002,Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.,3.OA.D.8,8,This standard is limited to problems posed with whole numbers and having whole-number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).,3,Standard
5ec3b1ce-d7cc-11e8-824f-0242ac160002,"Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations. <em>For example, observe that 4 times a number is always even, and explain why 4 times a number can be decomposed into two equal addends.</em>",3.OA.D.9,9,,3,Standard
5ebfa89b-d7cc-11e8-824f-0242ac160002,Number & Operations in Base Ten,,2,,3,Domain
5ebe8f77-d7cc-11e8-824f-0242ac160002,Use place value understanding and properties of operations to perform multi-digit arithmetic.,3.NBT.A,1,A range of algorithms may be used.,3,Cluster
5ebef086-d7cc-11e8-824f-0242ac160002,Use place value understanding to round whole numbers to the nearest 10 or 100.,3.NBT.A.1,1,,3,Standard
5ec01508-d7cc-11e8-824f-0242ac160002,"Fluently add and subtract within 1000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction.",3.NBT.A.2,2,,3,Standard
5ec0f142-d7cc-11e8-824f-0242ac160002,"Multiply one-digit whole numbers by multiples of 10 in the range 10—90 (e.g., 9 × 80, 5 × 60) using strategies based on place value and properties of operations.",3.NBT.A.3,3,,3,Standard
5ec0b0be-d7cc-11e8-824f-0242ac160002,Number & Operations—Fractions,,3,"Grade 3 expectations in this domain are limited to fractions with denominators 2, 3, 4, 6, and 8.",3,Domain
5ebe91dd-d7cc-11e8-824f-0242ac160002,Develop understanding of fractions as numbers.,3.NF.A,1,,3,Cluster
5ebef26f-d7cc-11e8-824f-0242ac160002,Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.,3.NF.A.1,1,,3,Standard
5ec017fa-d7cc-11e8-824f-0242ac160002,Understand a fraction as a number on the number line; represent fractions on a number line diagram.,3.NF.A.2,2,,3,Standard
5ec3da18-d7cc-11e8-824f-0242ac160002,Represent a fraction 1/b on a number line diagram by defining the interval from 0 to 1 as the whole and partitioning it into b equal parts. Recognize that each part has size 1/b and that the endpoint of the part based at 0 locates the number 1/b on the number line.,3.NF.A.2.a,a.,,3,Component
5ec43d41-d7cc-11e8-824f-0242ac160002,Represent a fraction a/b on a number line diagram by marking off a lengths 1/b from 0. Recognize that the resulting interval has size a/b and that its endpoint locates the number a/b on the number line.,3.NF.A.2.b,b.,,3,Component
5ec0f3b6-d7cc-11e8-824f-0242ac160002,"Explain equivalence of fractions in special cases, and compare fractions by reasoning about their size.",3.NF.A.3,3,,3,Standard
5ec3dc40-d7cc-11e8-824f-0242ac160002,"Understand two fractions as equivalent (equal) if they are the same size, or the same point on a number line.",3.NF.A.3.a,a.,,3,Component
5ec43f92-d7cc-11e8-824f-0242ac160002,"Recognize and generate simple equivalent fractions, e.g., 1/2 = 2/4, 4/6 = 2/3). Explain why the fractions are equivalent, e.g., by using a visual fraction model.",3.NF.A.3.b,b.,,3,Component
5ec4a547-d7cc-11e8-824f-0242ac160002,"Express whole numbers as fractions, and recognize fractions that are equivalent to whole numbers.",3.NF.A.3.c,c.,Example: express 3 in the form 3 = 3/1; recognize that 6/1 = 6.,3,Component
5ec4e7ca-d7cc-11e8-824f-0242ac160002,"Compare two fractions with the same numerator or the same denominator by reasoning about their size. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by using a visual fraction model.",3.NF.A.3.d,d.,,3,Component
5ec17a8d-d7cc-11e8-824f-0242ac160002,Measurement & Data,,4,,3,Domain
5ebe8b26-d7cc-11e8-824f-0242ac160002,"Solve problems involving measurement and estimation of intervals of time, liquid volumes, and masses of objects.",3.MD.A,1,,3,Cluster
5ebeee9c-d7cc-11e8-824f-0242ac160002,"Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram.",3.MD.A.1,1,,3,Standard
5ec011bf-d7cc-11e8-824f-0242ac160002,"Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l). Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, e.g., by using drawings (such as a beaker with a measurement scale) to represent the problem.",3.MD.A.2,2,"Excludes multiplicative comparison problems (problems involving notions of ""times as much"";",3,Standard
5ebfc576-d7cc-11e8-824f-0242ac160002,Represent and interpret data.,3.MD.B,2,,3,Cluster
5ec0ef28-d7cc-11e8-824f-0242ac160002,"Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step ""how many more"" and ""how many less"" problems using information presented in scaled bar graphs. <em>For example, draw a bar graph in which each square in the bar graph might represent 5 pets.</em>",3.MD.B.3,3,,3,Standard
5ec19daa-d7cc-11e8-824f-0242ac160002,"Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Show the data by making a line plot, where the horizontal scale is marked off in appropriate units— whole numbers, halves, or quarters.",3.MD.B.4,4,,3,Standard
5ec0cadb-d7cc-11e8-824f-0242ac160002,Geometric measurement: understand concepts of area and relate area to multiplication and to addition.,3.MD.C,3,,3,Cluster
5ec22a42-d7cc-11e8-824f-0242ac160002,Recognize area as an attribute of plane figures and understand concepts of area measurement.,3.MD.C.5,5,,3,Standard
5ec3d5da-d7cc-11e8-824f-0242ac160002,"A square with side length 1 unit, called ""a unit square,"" is said to have ""one square unit"" of area, and can be used to measure area.",3.MD.C.5.a,a.,,3,Component
5ec43898-d7cc-11e8-824f-0242ac160002,A plane figure which can be covered without gaps or overlaps by n unit squares is said to have an area of n square units.,3.MD.C.5.b,b.,,3,Component
5ec2b28c-d7cc-11e8-824f-0242ac160002,"Measure areas by counting unit squares (square cm, square m, square in, square ft, and improvised units).",3.MD.C.6,6,,3,Standard
5ec319e4-d7cc-11e8-824f-0242ac160002,Relate area to the operations of multiplication and addition.,3.MD.C.7,7,,3,Standard
5ec3d7f7-d7cc-11e8-824f-0242ac160002,"Find the area of a rectangle with whole-number side lengths by tiling it, and show that the area is the same as would be found by multiplying the side lengths.",3.MD.C.7.a,a.,,3,Component
5ec43aeb-d7cc-11e8-824f-0242ac160002,"Multiply side lengths to find areas of rectangles with whole-number side lengths in the context of solving real world and mathematical problems, and represent whole-number products as rectangular areas in mathematical reasoning.",3.MD.C.7.b,b.,,3,Component
5ec4a2c2-d7cc-11e8-824f-0242ac160002,Use tiling to show in a concrete case that the area of a rectangle with whole-number side lengths a and b + c is the sum of a × b and a × c. Use area models to represent the distributive property in mathematical reasoning.,3.MD.C.7.c,c.,,3,Component
5ec4e526-d7cc-11e8-824f-0242ac160002,"Recognize area as additive. Find areas of rectilinear figures by decomposing them into non-overlapping rectangles and adding the areas of the non-overlapping parts, applying this technique to solve real world problems.",3.MD.C.7.d,d.,,3,Component
5ebe8d5e-d7cc-11e8-824f-0242ac160002,Geometric measurement: recognize perimeter as an attribute of plane figures and distinguish between linear and area measures.,3.MD.D,4,,3,Cluster
5ec378cd-d7cc-11e8-824f-0242ac160002,"Solve real world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same area and different perimeters.",3.MD.D.8,8,,3,Standard
5ec210f6-d7cc-11e8-824f-0242ac160002,Geometry,,5,,3,Domain
5ebe891c-d7cc-11e8-824f-0242ac160002,Reason with shapes and their attributes.,3.G.A,1,,3,Cluster
5ebeeca6-d7cc-11e8-824f-0242ac160002,"Understand that shapes in different categories (e.g., rhombuses, rectangles, and others) may share attributes (e.g., having four sides), and that the shared attributes can define a larger category (e.g., quadrilaterals). Recognize rhombuses, rectangles, and squares as examples of quadrilaterals, and draw examples of quadrilaterals that do not belong to any of these subcategories.",3.G.A.1,1,,3,Standard
5ec00ec2-d7cc-11e8-824f-0242ac160002,"Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole. <em>For example, partition a shape into 4 parts with equal area, and describe the area of each part as 1/4 of the area of the shape.</em>",3.G.A.2,2,,3,Standard
5ec20e37-d7cc-11e8-824f-0242ac160002,Grade 4,,5,,4,Grade Level
5ebe6aff-d7cc-11e8-824f-0242ac160002,Operations & Algebraic Thinking,,1,,4,Domain
5ebea318-d7cc-11e8-824f-0242ac160002,Use the four operations with whole numbers to solve problems.,4.OA.A,1,,4,Cluster
